pupilid,tracking,girl,agetest,bottomhalf,percentile,totalscore,act_track
9531083,1,0,10,0,85.71429,11.5,1
9531085,1,0,10,0,87.2449,4.885715,1
9531087,1,1,8,0,88.2653,,1
9531088,1,1,7,0,89.28571,17.37143,1
9531089,1,1,9,0,90.30612,13.45714,1
9531090,1,0,10,0,91.32653,22,1
9531091,1,0,8,0,92.85714,10.15714,1
9531093,1,0,11,0,93.87755,20.42857,1
9531095,1,1,,0,96.93877,,1
9531096,1,0,11,0,98.46939,17.42143,1
9541002,0,1,,0,98.4375,,0
9541004,0,1,8,0,95.3125,19.36429,0
9541006,0,1,9,0,93.22916,23.77857,0
9541008,0,1,8,0,88.54166,,0
9541010,0,1,10,0,86.97916,13.68571,0
9541012,0,1,7,0,85.41666,,0
9541014,0,1,10,1,8.854162,9.971428,0
9541016,0,1,10,0,78.64584,29.88572,0
9541018,0,1,8,0,75.52084,10.8,0
9541024,0,1,8,0,64.58334,7.2,0
9541032,0,1,8,1,47.91666,17.45,0
9541034,0,1,7,1,44.27084,8.828571,0
9541040,0,1,8,1,31.77084,19.47143,0
9541044,0,1,7,1,27.08333,4.857143,0
9541046,0,1,9,1,25,15.85714,0
9541048,0,1,9,1,21.35416,7.442857,0
9541052,0,1,8,0,67.70833,21.66429,0
9541054,0,0,9,0,99.47916,26.37857,0
9541056,0,0,11,0,91.66666,23.82857,0
9541060,0,0,9,0,80.72916,17.44286,0
9541062,0,0,9,0,72.91666,6.914286,0
9541066,0,0,8,0,64.58334,25.14286,0
9541068,0,0,9,0,58.33334,20.56429,0
9541070,0,0,8,1,49.47916,17.84286,0
9541074,0,0,8,1,43.75,,0
9541078,0,0,7,1,30.20834,11.65714,0
9541084,0,0,7,1,18.75,,0
9541086,0,0,8,1,16.66667,2.885714,0
9541088,0,0,7,1,13.54167,,0
9541094,0,0,9,1,6.770837,8.742857,0
9541096,0,0,7,,,,0
9571001,0,0,8,1,39.33333,,0
9571003,0,0,8,0,82,10.05,0
9571005,0,0,8,1,38.66666,4.75,0
9571007,0,0,8,1,46,12.01429,0
9571009,0,0,9,0,87.33334,16.87143,0
9571011,0,0,10,0,76.66666,15.75,0
9571013,0,0,10,0,66,5.028572,0
9571017,0,0,7,1,10,5.55,0
9571019,0,0,7,1,20.66666,1.4,0
9571021,0,0,8,1,18,2.75,0
9571023,0,0,10,1,48,9.8,0
9571025,0,0,9,1,26,,0
9571027,0,0,10,0,70,5.8,0
9571035,0,0,8,0,62,9,0
9571037,0,0,7,1,6.666666,4,0
9571039,0,0,8,1,22.66667,,0
9571040,0,1,11,0,81.33334,23.84286,0
9571042,0,1,8,1,16,13.11429,0
9571044,0,1,8,0,60,8.057143,0
9571046,0,1,9,1,30.66667,10.55,0
9571048,0,1,12,0,96.66666,11.11429,0
9571050,0,1,8,0,99.33334,,0
9571054,0,1,9,1,12.66667,6.842857,0
9571056,0,1,10,0,78,13.4,0
9571058,0,1,9,0,76,19.54286,0
9571060,0,1,7,1,24.66667,14.54286,0
9571064,0,1,10,0,64.66666,8,0
9571072,0,1,10,0,92.66666,18.97143,0
9571074,0,1,8,0,98,14.8,0
9571076,0,1,9,0,71.33334,8.15,0
9571078,0,0,10,1,36.66667,4.521429,0
9611001,0,1,,1,36.2069,,0
9611003,0,1,7,0,98.96552,21.1,0
9611009,0,1,7,0,70.68965,2.057143,0
9611011,0,1,10,1,13.10345,15,0
9611025,0,1,9,0,55.51724,24.2,0
9611035,0,1,11,1,33.44828,5.028571,0
9611041,0,1,9,0,81.03448,16.59286,0
9611045,0,1,8,1,45.86207,28.22857,0
9611062,0,1,10,0,88.62069,,0
9611064,0,1,10,0,69.65517,1.171429,0
9611073,0,0,10,0,53.7931,25.37857,0
9611077,0,0,12,0,94.82758,26.93571,0
9611079,0,0,7,1,43.10344,17.27857,0
9611093,0,0,12,0,92.06896,24.08571,0
9611104,0,0,13,1,3.103447,5.685714,0
9611106,0,0,12,0,63.44828,17.51429,0
9611112,0,0,12,1,25.17241,10.05714,0
9611116,0,0,7,0,64.82758,21.76429,0
9611118,0,0,9,1,42.75862,5.214286,0
9611126,0,0,7,1,40.68965,5.014286,0
9611130,0,0,11,0,51.72414,9.371428,0
9611132,0,0,13,0,75.17242,36.15,0
9611138,0,0,7,1,20.34483,15.51429,0
9611142,0,0,,0,73.10345,,0
9621001,0,1,7,0,67.76316,26.62143,0
9621005,0,1,9,0,81.57895,30.1,0
9621007,0,1,8,1,19.73684,22.15714,0
9621009,0,1,10,0,95.39474,27.8,0
9621011,0,1,8,1,38.81578,10.77143,0
9621013,0,1,,0,53.28947,,0
9621015,0,1,10,0,79.60526,27.99286,0
9621017,0,1,8,0,71.05264,31.39286,0
9621019,0,1,9,0,61.18421,4.657143,0
9621021,0,1,8,1,50,7.135714,0
9621025,0,1,11,1,13.81578,4.971429,0
9621027,0,1,9,0,54.60526,24.04286,0
9621029,0,1,10,1,24.34211,13.32857,0
9621031,0,1,8,0,91.44736,29.58571,0
9621033,0,1,8,1,35.52631,25,0
9621038,0,0,9,0,69.07895,12.38571,0
9621040,0,0,8,1,25.65789,14.86429,0
9621042,0,0,9,0,87.5,22.37143,0
9621044,0,0,8,1,32.23684,14.77143,0
9621046,0,0,8,1,21.71053,3.678571,0
9621048,0,0,10,0,83.55264,28.26429,0
9621052,0,0,9,1,38.15789,13.27143,0
9621054,0,0,10,1,40.13158,12.58571,0
9621058,0,0,8,1,5.921054,,0
9621060,0,0,8,0,72.36842,,0
9621062,0,0,9,0,51.97368,15.92857,0
9621064,0,0,8,0,77.63158,20.45,0
9621066,0,0,8,1,28.94737,9.971429,0
9621067,0,0,11,0,93.42105,25.62857,0
9621069,0,0,9,1,4.605264,0,0
9621071,0,0,10,0,65.13158,20.78571,0
9641001,1,0,12,1,0.90909,1.15,1
9641002,1,0,8,1,2.72727,1.45,1
9641003,1,0,6,1,4.545456,2.685714,1
9641004,1,1,9,1,6.363636,3.757143,1
9641005,1,1,7,1,8.181816,4.05,1
9641006,1,0,9,1,10,7.007143,1
9641007,1,1,9,1,11.81818,2.942857,1
9641008,1,,8,1,14.54545,2.428571,1
9641009,1,0,8,1,17.27273,4.771429,1
9641010,1,1,9,1,16.36364,6.864285,1
9641011,1,1,7,1,19.09091,8.071428,1
9641012,1,0,12,1,20.90909,4.657143,1
9641013,1,0,9,1,22.72728,,1
9641014,1,,,1,24.54546,,1
9641015,1,1,8,1,26.36364,6.378572,1
9641016,1,0,6,1,29.0909,2.714286,1
9641017,1,0,10,1,31.81818,17.68571,1
9641018,1,0,11,1,30.90909,7.371428,1
9641019,1,0,9,1,33.63637,1.15,1
9641020,1,1,10,1,35.45455,8.457143,1
9641021,1,0,11,1,37.27273,0.5785714,1
9641022,1,0,10,1,39.09091,,1
9641023,1,1,11,1,40.90909,1.757143,1
9641024,1,1,9,1,42.72727,1.8,1
9641025,1,0,8,1,44.54545,4.285714,1
9641026,1,1,8,1,46.36364,1.65,1
9641027,1,0,10,1,48.18182,11.11429,1
9651002,0,0,10,0,79.6875,10.07143,0
9651004,0,0,11,0,95.3125,12.11429,0
9651006,0,0,11,1,21.875,10.35714,0
9651008,0,0,11,1,29.6875,5,0
9651010,0,0,11,1,32.8125,13.27143,0
9651012,0,0,10,0,98.4375,14.00714,0
9651014,0,0,10,0,51.5625,14.2,0
9651016,0,1,10,1,40.625,11.51429,0
9651018,0,1,11,1,50,,0
9651020,0,1,8,0,90.625,24.05714,0
9651024,0,1,8,0,60.9375,38.02857,0
9651028,0,1,7,0,71.875,12.37143,0
9651030,0,1,,1,4.6875,,0
9651032,0,1,,1,7.8125,,0
9661004,0,0,11,,,20.91429,0
9661006,0,0,9,,,7.185714,0
9661008,0,0,10,,,11.40714,0
9661012,0,0,9,,,9,0
9661014,0,0,8,,,11.45714,0
9661016,0,0,11,,,20.78571,0
9661018,0,0,11,,,15.9,0
9661020,0,0,9,,,21.19286,0
9661022,0,0,10,,,10.62857,0
9661024,0,0,10,,,23.58571,0
9661026,0,0,9,,,6.157143,0
9661028,0,0,8,,,,0
9661030,0,0,10,,,11.54286,0
9661034,0,0,12,,,2.7,0
9661036,0,0,10,,,19.34286,0
9661041,0,1,8,,,15.68571,0
9661043,0,1,10,,,7.1,0
9661045,0,1,11,,,2.75,0
9661047,0,1,8,,,15.08571,0
9661049,0,1,11,,,12.6,0
9661051,0,1,11,,,17.61428,0
9661053,0,1,7,,,20.32143,0
9661055,0,1,9,,,9.057143,0
9661057,0,1,11,,,,0
9661059,0,1,10,,,3.8,0
9661061,0,1,10,,,,0
9661063,0,1,10,,,34.81429,0
9661065,0,1,10,,,11.25714,0
9691055,0,0,10,0,51.64835,5.9,0
9691056,0,0,12,0,78.02198,9,0
9691057,0,0,11,0,89.01099,19.58571,0
9691058,0,0,11,0,93.95605,14.31429,0
9691059,0,0,7,1,28.02198,16.26429,0
9691062,0,0,11,1,14.28571,4,0
9691063,0,0,10,1,43.95604,3.685714,0
9691064,0,0,14,0,97.25275,,0
9691069,0,0,8,,,9.3,0
9691070,0,0,11,0,58.79121,9.878572,0
9691073,0,0,8,1,19.78022,9.642857,0
9691074,0,0,11,0,64.83517,,0
9691077,0,0,9,1,24.17582,0,0
9691079,0,0,8,0,58.24176,30.53571,0
9691081,0,0,7,1,17.58242,10.98571,0
9691084,0,1,7,1,6.593406,0,0
9691086,0,1,10,1,43.95604,16.04286,0
9691088,0,1,8,0,67.03297,,0
9691090,0,1,9,0,62.63736,7.3,0
9691091,0,1,9,1,35.16483,9.05,0
9691093,0,1,8,0,58.24176,3.2,0
9691096,0,1,16,0,51.64835,2.514286,0
9691097,0,1,9,0,82.41758,12.72857,0
9691098,0,1,10,0,85.71429,22.78571,0
9691099,0,1,7,1,29.67033,3.314286,0
9691100,0,1,10,1,6.593406,5.6,0
9691102,0,1,10,1,33.51648,14.78571,0
9691104,0,1,11,1,12.08791,0,0
9691105,0,1,9,0,62.63736,3.985714,0
9691107,0,1,11,0,74.72527,13.88571,0
9721001,0,0,9,0,99.03846,17.37143,0
9721003,0,0,8,1,35.57693,1.3,0
9721005,0,0,10,0,86.53846,33.3,0
9721007,0,0,10,0,62.5,3.6,0
9721009,0,0,10,0,75,12.4,0
9721011,0,0,10,0,78.84615,9.714286,0
9721013,0,0,9,0,89.42308,12.55,0
9721015,0,0,8,1,10.57693,2,0
9721017,0,0,8,0,57.69231,13.94286,0
9721019,0,0,8,1,14.42307,4.2,0
9721021,0,0,9,1,49.03846,5,0
9721023,0,0,9,0,68.26923,13.65714,0
9721025,0,0,8,1,28.84616,12,0
9721027,0,1,8,0,51.92308,9.3,0
9721029,0,1,9,1,48.07692,10.90714,0
9721031,0,1,9,0,95.19231,16.35714,0
9721033,0,1,9,0,86.53846,6,0
9721035,0,1,,1,21.15384,,0
9721037,0,1,,0,70.19231,,0
9721039,0,1,8,1,32.69231,6.935714,0
9721041,0,1,12,1,24.03846,6.185714,0
9721043,0,1,9,1,34.61539,0,0
9721045,0,1,8,1,41.34616,10.13571,0
9721047,0,1,9,0,65.38461,12.03571,0
9721053,0,1,7,1,19.23077,8.885715,0
9721055,0,1,8,0,53.84615,4.685714,0
9721057,0,1,8,0,93.26923,22.00714,0
9731046,1,1,9,0,51.1236,10,1
9731047,1,0,8,0,52.24719,28.32857,1
9731048,1,1,9,0,53.37078,17.28571,1
9731049,1,0,11,0,54.49438,32.15,1
9731050,1,1,10,0,55.61798,6.042857,1
9731051,1,1,8,0,56.74157,27.85714,1
9731052,1,0,9,0,57.86517,24.42857,1
9731053,1,1,9,0,58.98877,,1
9731055,1,1,12,0,61.23595,22.72857,1
9731056,1,0,8,0,62.35955,33.64286,1
9731057,1,0,7,0,63.48315,17.38572,1
9731058,1,0,8,0,64.60674,22.09286,1
9731059,1,1,9,0,65.73034,20.65714,1
9731061,1,0,8,0,67.97752,,1
9731062,1,1,8,0,69.10113,,1
9731064,1,1,10,0,71.34831,25.27143,1
9731065,1,0,9,0,72.47191,35.00714,1
9731066,1,0,9,0,73.5955,33.27857,1
9731067,1,1,9,0,74.7191,,1
9731069,1,0,10,0,78.08989,,1
9731070,1,1,11,0,77.52809,8.142857,1
9731074,1,1,9,0,82.58427,23.80714,1
9731075,1,0,10,0,84.26966,,1
9731076,1,1,10,0,85.95506,19.82143,1
9731078,1,0,11,0,87.07865,33.05714,1
9731079,1,0,12,0,88.20225,18.35714,1
9731080,1,1,11,0,89.32584,27.86428,1
9731082,1,1,8,0,91.57304,,1
9731083,1,1,8,0,92.69663,23.50714,1
9731084,1,0,12,0,93.82022,35.8,1
9731085,1,0,11,0,94.94382,21.13572,1
9731087,1,1,10,0,97.19101,,1
9731088,1,1,10,0,98.31461,29.40714,1
9741065,1,1,11,0,51.62601,13.21429,1
9741066,1,1,9,0,51.21951,24.06429,1
9741068,1,0,10,0,52.43903,9.442858,1
9741069,1,0,9,0,53.65854,20.34286,1
9741070,1,1,10,0,54.87805,13.77143,1
9741074,1,1,10,0,56.91057,24.52857,1
9741077,1,0,10,0,60.16261,3,1
9741079,1,1,9,0,60.97561,19.15,1
9741080,1,0,11,0,62.19512,20.01429,1
9741082,1,1,12,0,63.82114,23.36428,1
9741086,1,0,9,0,68.69919,32.2,1
9741087,1,0,9,0,68.29269,,1
9741089,1,1,10,0,69.51219,13.15714,1
9741092,1,1,8,0,71.95122,34.15714,1
9741093,1,0,11,0,72.76423,12.90714,1
9741095,1,1,11,0,74.39024,22.05,1
9741097,1,0,8,0,76.01626,,1
9741098,1,1,11,0,76.82927,8.857142,1
9741099,1,1,,0,77.64228,,1
9741101,1,0,10,0,79.2683,18.81429,1
9741105,1,0,11,0,82.52032,32.4,1
9741106,1,1,9,0,83.33334,29.65714,1
9741107,1,1,8,0,84.14634,25.69286,1
9741109,1,0,8,0,86.58537,6.042857,1
9741112,1,1,10,0,89.02439,25.91429,1
9741113,1,1,9,0,88.61789,24.62143,1
9741114,1,0,8,0,89.83739,14.1,1
9741118,1,1,9,0,93.08943,19.83571,1
9741119,1,1,13,0,93.90244,33.26429,1
9741120,1,0,12,0,94.71545,28.06429,1
9741121,1,0,8,0,95.52846,,1
9741124,1,0,7,0,97.96748,35.4,1
9741126,1,0,9,0,99.5935,26.98571,1
9751001,0,0,10,0,86.90476,17.81429,0
9751002,0,0,9,0,89.28571,14.32857,0
9751003,0,0,8,0,65.47619,22.59286,0
9751005,0,0,7,0,94.04762,28.66429,0
9751007,0,0,7,1,20.2381,0.15,0
9751009,0,0,9,0,91.66666,11.57143,0
9751011,0,0,7,0,60.71429,17.42143,0
9751013,0,0,11,0,96.42857,27.25,0
9751015,0,0,7,1,35.71428,14.67857,0
9751017,0,0,8,1,13.09524,1,0
9751019,0,0,10,1,15.47619,2.771429,0
9751021,0,0,7,1,32.14285,7.457143,0
9751023,0,1,7,1,22.61905,7.071429,0
9751025,0,1,6,1,17.85715,,0
9751027,0,1,8,1,46.42857,6.014286,0
9751029,0,1,7,1,1.190478,0.5,0
9751031,0,1,6,1,29.7619,3.928571,0
9751033,0,1,10,0,53.57143,12.67143,0
9751035,0,1,10,0,55.95238,11.94286,0
9751037,0,1,10,0,67.85714,6.371428,0
9751039,0,1,7,0,58.33333,,0
9751041,0,1,9,1,8.333338,10.90714,0
9781061,1,1,8,0,50.41322,2.664286,1
9781062,1,1,8,0,53.30579,2,1
9781063,1,0,9,0,52.89256,8.357143,1
9781066,1,1,10,0,56.61157,2.371428,1
9781067,1,1,10,0,56.19835,10.6,1
9781068,1,1,9,0,56.19835,10.62857,1
9781069,1,1,10,0,57.43801,22.57857,1
9781072,1,0,7,0,78.09917,,1
9781073,1,0,10,0,63.22314,1.514286,1
9781074,1,0,11,0,61.98347,12.08571,1
9781075,1,1,8,0,61.98347,15.3,1
9781079,1,1,10,0,66.52892,3.3,1
9781080,1,0,8,0,68.18182,8.421429,1
9781083,1,1,9,0,70.24793,1.3,1
9781089,1,1,8,0,74.79339,12.14286,1
9781090,1,1,9,0,74.38017,11.77857,1
9781091,1,1,10,0,75.61983,3.614285,1
9781092,1,0,8,0,76.8595,8.542857,1
9781093,1,1,7,0,77.68595,22.77857,1
9781095,1,0,11,0,79.75207,6.871428,1
9781099,1,1,8,0,85.53719,,1
9781100,1,0,10,0,85.12397,0,1
9781102,1,0,7,0,85.12397,10.77143,1
9781103,1,0,10,0,85.12397,12.92857,1
9781104,1,0,10,0,86.77686,10,1
9781108,1,1,8,0,89.66942,,1
9781110,1,0,9,0,91.73553,22.3,1
9781111,1,0,12,0,92.9752,9.685715,1
9781113,1,0,10,0,93.80165,15.85714,1
9781116,1,0,8,0,96.69421,12.87143,1
9781117,1,1,9,0,97.93388,36.62857,1
9781118,1,1,11,0,97.52066,24.42143,1
9781119,1,1,7,0,98.76033,32.81429,1
9781121,1,1,7,1,7.438016,0.3,0
9831004,0,1,8,0,92.3913,21.6,0
9831006,0,1,9,1,35.86956,,0
9831008,0,1,8,1,4.347825,4,0
9831010,0,1,7,1,6.521738,,0
9831012,0,1,9,0,51.08696,17,0
9831014,0,1,8,0,90.21739,8.2,0
9831016,0,1,9,1,11.95652,,0
9831018,0,1,7,1,25,,0
9831020,0,1,9,1,40.21739,5,0
9831022,0,1,9,0,57.6087,,0
9831024,0,1,9,0,96.73913,29.49286,0
9831026,0,1,8,0,98.91304,,0
9831028,0,1,7,0,55.43478,,0
9831030,0,1,8,1,48.91304,9,0
9831032,0,0,7,0,81.52174,24.55714,0
9831034,0,0,8,0,83.69566,13.82143,0
9831036,0,0,7,1,18.47826,6,0
9831038,0,0,10,0,66.30434,6.628572,0
9831040,0,0,9,0,73.91304,15.04286,0
9831042,0,0,10,1,34.78261,16.78571,0
9831044,0,0,12,0,77.17391,27.27857,0
9831046,0,0,11,0,68.47826,11.37143,0
10061002,1,0,8,1,1.851851,7.371428,1
10061003,1,0,8,1,3.086418,12.78571,1
10061004,1,1,9,1,4.938269,1,1
10061005,1,0,9,1,6.790125,4.9,1
10061007,1,0,,1,8.024693,,1
10061008,1,0,,1,9.25926,,1
10061009,1,1,10,1,10.49383,1.2,1
10061011,1,1,10,1,12.96296,13.14286,1
10061012,1,0,9,1,14.19753,8.485714,1
10061013,1,1,7,1,15.4321,5,1
10061014,1,0,8,1,17.28395,21.65714,1
10061015,1,0,8,1,19.1358,4.428571,1
10061016,1,1,10,1,18.51852,6,1
10061017,1,0,11,1,20.37037,24.50714,1
10061019,1,0,9,1,22.8395,17.57143,1
10061020,1,0,10,1,24.07407,12.14286,1
10061021,1,0,10,1,25.30865,9.328571,1
10061022,1,0,9,1,26.54321,5,1
10061023,1,1,9,1,27.77778,10.02857,1
10061025,1,,9,1,31.48148,11.78571,1
10061026,1,1,8,1,30.8642,7,1
10061028,1,1,7,1,33.95061,8.642858,1
10061029,1,0,9,1,35.18518,13.9,1
10061030,1,1,8,1,36.41975,22.16429,1
10061032,1,,11,1,39.50617,13.22857,1
10061033,1,0,11,1,41.35802,19.18571,1
10061034,1,1,9,1,40.74074,6.5,1
10061035,1,0,7,1,43.20987,16.09286,1
10061036,1,1,10,1,45.06173,8.121428,1
10061038,1,0,8,1,46.2963,17.50714,1
10061040,1,1,,1,48.76543,,1
10081002,0,0,9,1,41.79688,16.19286,0
10081004,0,0,12,1,11.32813,2.242857,0
10081008,0,0,9,1,32.42188,14.48571,0
10081016,0,0,8,1,21.48438,4.2,0
10081018,0,0,10,0,90.23438,16.72857,0
10081020,0,0,10,1,16.01563,9.2,0
10081024,0,0,14,0,76.95313,8.628572,0
10081032,0,1,11,1,33.20313,10.45714,0
10081034,0,1,11,0,95.70313,9.735714,0
10081036,0,1,8,0,87.89063,11.29286,0
10081038,0,1,9,0,76.5625,16.55714,0
10081042,0,1,7,1,29.29688,0,0
10081046,0,1,12,0,88.67188,4.857143,0
10081050,0,1,9,0,92.1875,16.87143,0
10081052,0,1,8,1,36.32813,9.05,0
10081058,0,0,10,1,3.90625,14.1,0
10081064,0,0,10,1,35.9375,10.82857,0
10081072,0,0,,1,44.92188,,0
10081076,0,0,10,0,84.76563,13.14286,0
10081080,0,0,8,1,46.48438,15.74286,0
10081082,0,0,9,0,59.375,6.228571,0
10081086,0,0,12,1,28.51563,0.6,0
10081088,0,0,7,1,37.10938,4.514286,0
10081090,0,0,10,1,31.64063,8.578571,0
10081092,0,0,12,1,48.4375,1.2,0
10081096,0,0,10,0,80.07813,21.86429,0
10081100,0,0,10,1,18.35938,14.85714,0
10081104,0,1,,1,12.10938,,0
10081116,0,1,9,0,66.01563,11.11429,0
10081118,0,1,9,0,53.51563,12.35714,0
10081120,0,1,8,1,40.23438,6.142857,0
10081130,0,1,6,1,26.95313,2.571429,0
10081545,0,0,8,0,92.96875,,0
10101020,0,0,12,1,47.32825,4.414286,0
10101021,0,1,8,0,76.71756,18.39286,0
10101024,0,0,10,0,55.72519,2.1,0
10101025,0,1,10,0,80.53435,28.74286,0
10101027,0,0,11,0,99.61832,21.57143,0
10101028,0,0,10,1,0.3816783,0.2357143,0
10101029,0,1,10,0,70.61069,,0
10101031,0,1,12,0,83.58778,9.835714,0
10101032,0,0,12,,,21.05,0
10101034,0,0,8,1,48.47328,15.32857,0
10101035,0,1,10,1,30.15267,10.2,0
10101036,0,0,9,1,27.8626,10.9,0
10101037,0,1,9,1,37.78626,23.73571,0
10101041,0,0,12,0,69.84733,11.28571,0
10101043,0,0,9,0,98.09161,30.05,0
10101059,0,0,,0,83.20611,,0
10101063,0,1,9,1,33.2061,10.48571,0
10101065,0,0,8,0,90.45802,21.37857,0
10101067,0,1,10,0,59.16031,25.45,0
10101070,0,1,8,1,24.80916,1.171429,0
10101073,0,1,8,1,29.38931,24.95714,0
10101077,0,1,10,1,8.778625,3.428571,0
10101081,0,0,9,0,64.50382,5.385714,0
10101083,0,1,7,0,58.01527,19.37143,0
10101089,0,1,8,1,9.541988,0,0
10101093,0,0,,1,19.46565,,0
10101094,0,0,9,1,36.25954,3.6,0
10101095,0,1,,0,71.37405,,0
10101105,0,1,10,0,51.14504,2.764286,0
10101107,0,0,10,1,33.96946,5.028572,0
10101112,0,0,10,0,75.19084,31.2,0
10101116,0,0,9,1,32.44275,4.857143,0
10101126,0,0,9,1,14.12214,3.557143,0
10101127,0,1,10,1,1.145041,0.3428572,0
10101129,0,0,,1,5.725193,,0
10101131,0,0,9,0,61.0687,8.785714,0
10101134,0,1,8,1,1.908398,1.085714,0
10121024,1,0,10,1,48.91304,20.61429,0
10121025,1,0,9,0,51.08696,16.64286,1
10121026,1,1,10,0,53.26087,11.82857,1
10121027,1,1,12,0,55.43478,5.685714,1
10121028,1,1,6,0,57.6087,6.857143,1
10121029,1,0,8,0,59.78261,23.08571,1
10121030,1,1,11,0,61.95652,14.48571,1
10121031,1,0,10,0,64.13043,23.53571,1
10121032,1,1,10,0,66.30434,9.128572,1
10121033,1,1,13,0,68.47826,12.54286,1
10121034,1,1,10,0,70.65218,8.357143,1
10121035,1,0,11,0,72.82609,,1
10121036,1,1,8,0,75,28.40714,1
10121037,1,0,11,0,77.17391,7.871428,1
10121038,1,1,10,0,79.34782,17.2,1
10121039,1,0,8,0,81.52174,13.68571,1
10121040,1,0,11,0,83.69566,28.56429,1
10121041,1,0,11,0,85.86957,24.82143,1
10121042,1,1,9,0,88.04348,13.72857,1
10121043,1,1,8,0,90.21739,36.5,1
10121044,1,1,,0,92.3913,,1
10121045,1,1,10,0,94.56522,,1
10121046,1,0,9,0,96.73913,22.95714,1
10121047,1,1,13,0,98.91304,36.3,1
10131004,0,0,7,1,22.79412,3.942857,0
10131008,0,0,8,1,18.38235,10.27143,0
10131010,0,0,8,1,38.97059,7.285714,0
10131012,0,0,9,0,88.97059,13.55714,0
10131014,0,0,9,1,11.02941,12.80714,0
10131016,0,0,8,1,21.32353,17.94286,0
10131020,0,0,10,1,47.79412,12.22857,0
10131022,0,0,,0,72.79411,,0
10131024,0,0,12,0,65.44118,14.98571,0
10131026,0,0,8,1,28.67647,2.971428,0
10131030,0,0,9,1,44.85294,13.22857,0
10131034,0,1,12,0,96.32353,,0
10131038,0,1,10,1,30.14706,13.3,0
10131040,0,1,10,0,92.64706,16.68571,0
10131042,0,1,8,1,36.02941,,0
10131044,0,1,10,0,63.97059,16.78572,0
10131046,0,1,10,1,41.91176,10.15714,0
10131050,0,1,9,0,52.20588,4,0
10131054,0,1,10,0,59.55882,13.40714,0
10131056,0,1,10,0,53.67647,18.42857,0
10131058,0,1,10,0,72.05882,15.3,0
10131060,0,1,,0,86.02941,,0
10131062,0,0,9,1,33.08824,11.77143,0
10131065,0,1,,1,4.411763,,0
10131068,0,1,10,0,70.58823,18.34286,0
10131070,0,1,8,1,6.617647,7.007143,0
10131072,0,0,10,1,16.91176,2.5,0
10131074,0,0,8,1,13.97059,4.5,0
10131076,0,1,8,1,5.147058,0.5357143,0
10141036,1,1,9,1,50,10.27143,0
10141037,1,1,9,0,51.40845,16.82857,1
10141039,1,1,,0,55.6338,,1
10141041,1,0,13,0,57.04225,16.59286,1
10141042,1,0,9,0,58.45071,2.857143,1
10141043,1,1,10,0,59.85916,5,1
10141044,1,0,10,0,61.97183,13.71429,1
10141045,1,0,8,0,64.0845,6.592857,1
10141046,1,1,,0,63.38028,,1
10141047,1,1,8,0,65.49296,12.55714,1
10141048,1,1,9,0,68.30986,4.514286,1
10141049,1,0,10,0,71.12676,10.77143,1
10141050,1,0,11,0,70.42254,10.2,1
10141052,1,0,8,0,72.53521,14.09286,1
10141054,1,1,,0,75.35211,,1
10141055,1,1,10,0,76.76057,6.885715,1
10141056,1,1,8,0,78.16901,18.05,1
10141057,1,0,12,0,79.57746,12.37143,1
10141058,1,0,14,0,80.98592,17.62143,1
10141059,1,0,12,0,82.39437,12.68571,1
10141060,1,1,10,0,83.80282,15.62857,1
10141061,1,1,10,0,85.21127,14.28571,1
10141062,1,0,9,0,86.61972,20.17857,1
10141063,1,1,11,0,88.02817,18.36428,1
10141064,1,1,11,0,89.43662,10.31429,1
10141065,1,1,11,0,90.84507,5.442857,1
10141066,1,1,10,0,92.95775,15.91429,1
10141068,1,0,11,0,94.3662,17.21429,1
10141069,1,1,12,0,96.47887,,1
10141070,1,0,12,0,97.88732,22.8,1
10141071,1,1,14,0,99.29578,19.76429,1
10151032,1,1,9,0,55.83333,12.72857,1
10151033,1,1,10,0,57.5,,1
10151034,1,1,11,0,59.16667,22.85714,1
10151035,1,1,9,0,60.83334,14.68571,1
10151036,1,1,8,0,62.5,3.685714,1
10151037,1,1,10,0,64.16666,27.72143,1
10151038,1,0,9,0,65.83334,23.07857,1
10151039,1,0,10,0,67.5,26.27857,1
10151040,1,0,9,0,69.16666,8.2,1
10151041,1,0,11,0,70.83333,16.3,1
10151043,1,1,,0,72.5,,1
10151044,1,0,11,0,74.16666,12.2,1
10151045,1,0,11,0,75.83334,6.6,1
10151046,1,0,11,0,77.5,15,1
10151047,1,1,10,0,79.16666,17.87143,1
10151048,1,1,9,0,80.83334,31.96429,1
10151049,1,1,10,0,82.5,18.77143,1
10151050,1,0,11,0,84.16666,12.58571,1
10151051,1,0,11,0,85.83333,33.98571,1
10151052,1,0,10,0,87.5,12.37143,1
10151053,1,1,10,0,89.16666,16,1
10151054,1,1,10,0,90.83334,23.75714,1
10151055,1,1,,0,92.5,,1
10151056,1,0,10,0,94.16666,14.88571,1
10151057,1,0,10,0,96.66666,33.83572,1
10151058,1,1,11,0,99.16666,17.5,1
10151059,1,0,11,0,98.33334,,1
10151060,1,0,,1,6.666666,,0
10151061,1,0,7,1,6.666666,3.914286,0
10181003,0,1,11,,,3.2,0
10181005,0,0,13,,,,0
10181007,0,0,11,,,5.3,0
10181009,0,0,9,,,,0
10181011,0,0,10,,,7.485714,0
10181017,0,0,11,,,,0
10181021,0,0,10,,,9.142857,0
