pupilid,tracking,girl,agetest,bottomhalf,percentile,totalscore,act_track
4301041,1,0,9,0,54.48718,8.657143,1
4301042,1,1,10,0,53.84615,2.828571,1
4301044,1,0,11,0,55.76923,9.864285,1
4301045,1,0,11,0,57.05128,6.757143,1
4301046,1,1,11,0,58.33333,7.735714,1
4301047,1,1,13,0,59.61539,,1
4301048,1,0,9,0,60.89743,13.71429,1
4301049,1,1,,0,62.17949,,1
4301050,1,1,9,0,63.46154,12.91429,1
4301052,1,0,9,0,67.30769,15.4,1
4301054,1,0,12,0,68.58974,7.514286,1
4301055,1,1,,0,69.8718,,1
4301056,1,0,10,0,71.15385,10.88571,1
4301057,1,0,10,0,72.4359,5.592857,1
4301058,1,0,12,0,73.71795,8.828571,1
4301059,1,0,9,0,75,21.43571,1
4301060,1,0,12,0,76.28205,14.94286,1
4301062,1,1,12,0,78.84615,10.47857,1
4301063,1,0,10,0,80.1282,24.95,1
4301064,1,1,11,0,81.41026,30.05,1
4301065,1,1,12,0,82.69231,13.03571,1
4301067,1,0,10,0,85.25641,12.22857,1
4301069,1,0,13,0,87.82051,13.44286,1
4301070,1,0,11,0,89.10256,9.521429,1
4301071,1,0,9,0,91.02564,31.55,1
4301073,1,1,8,0,92.30769,21.77857,1
4301075,1,1,,0,95.51282,,1
4301076,1,1,13,0,96.79487,6.585714,1
4301077,1,0,9,0,98.07692,,1
4301078,1,0,9,0,99.35897,18.97143,1
4321001,1,0,9,1,2.380955,8.564285,1
4321002,1,0,10,1,1.587301,4.057143,1
4321003,1,1,8,1,3.968251,4,1
4321004,1,0,10,1,5.555558,3.585714,1
4321005,1,0,9,1,7.142854,8.042857,1
4321006,1,0,8,1,8.730162,3.121428,1
4321007,1,0,10,1,10.31746,5.257143,1
4321008,1,0,9,1,11.90476,8.685715,1
4321009,1,0,10,1,14.28571,3.171429,1
4321010,1,0,9,1,19.04762,9.1,1
4321011,1,0,11,1,15.87301,2.771429,1
4321012,1,0,,1,23.80952,,1
4321013,1,0,11,1,22.22222,7,1
4321014,1,0,11,1,22.22222,13.37857,1
4321015,1,0,10,1,22.22222,4.071428,1
4321016,1,0,12,1,26.19047,11.75714,1
4321017,1,0,10,1,25.39682,10.81429,1
4321018,1,0,10,1,28.57143,,1
4321019,1,0,9,1,30.95238,16.91429,1
4321020,1,0,8,1,30.15873,6.657143,1
4321021,1,0,10,1,34.92063,16.04286,1
4321022,1,0,11,1,38.88889,6.085714,1
4321023,1,1,8,1,38.09524,,1
4321024,1,1,,1,38.09524,,1
4321025,1,1,8,1,38.09524,10.22857,1
4321026,1,1,10,1,41.26984,5.585714,1
4321027,1,0,7,1,42.85714,6.114285,1
4321028,1,1,8,1,43.65079,6.928572,1
4321029,1,1,10,1,45.23809,,1
4321030,1,1,8,1,46.8254,16.65714,1
4321031,1,0,10,1,48.41269,19.47143,1
4321032,1,1,,1,50,,1
4361038,1,0,11,0,51.40845,7.114285,1
4361039,1,0,10,0,52.8169,23.07857,1
4361042,1,0,10,0,55.6338,21.68571,1
4361043,1,0,12,0,57.74648,,1
4361045,1,1,8,0,59.15493,17.98571,1
4361047,1,1,7,0,62.67606,11.02857,1
4361048,1,1,7,0,64.0845,27.57857,1
4361049,1,1,11,0,65.49296,22.08571,1
4361050,1,0,8,0,66.90141,14.76429,1
4361051,1,0,11,0,68.30986,8.128572,1
4361052,1,1,8,0,69.71831,0.2571429,1
4361053,1,0,9,0,71.12676,35.15714,1
4361054,1,1,12,0,72.53521,10.55,1
4361055,1,0,11,0,73.94366,24.97143,1
4361056,1,0,11,0,75.35211,1.2,1
4361057,1,1,10,0,76.76057,18.35,1
4361058,1,1,10,0,78.16901,28.15714,1
4361060,1,1,9,0,80.98592,17.08571,1
4361061,1,1,9,0,82.39437,21.88572,1
4361063,1,1,12,0,85.21127,21.21429,1
4361064,1,1,10,0,88.02817,,1
4361065,1,0,12,0,86.61972,,1
4361066,1,1,,0,89.43662,,1
4361067,1,1,10,0,90.84507,25.24286,1
4361068,1,1,8,0,92.25352,21.15714,1
4361069,1,0,10,0,93.66197,,1
4361070,1,1,,0,95.07042,,1
4361071,1,1,8,0,96.47887,27.38572,1
4361072,1,0,13,0,97.88732,21.56429,1
4431002,0,1,9,0,69.23077,11.47857,0
4431008,0,1,10,1,42.30769,1.457143,0
4431010,0,0,10,0,83.33334,27.07857,0
4431012,0,1,8,0,50.64103,20.75,0
4431018,0,1,9,1,20.51282,5.614285,0
4431020,0,1,9,0,66.02563,9.764286,0
4431022,0,1,9,0,92.94872,10.44286,0
4431028,0,1,9,0,76.28205,13.75714,0
4431030,0,1,14,1,5.128205,0.8928572,0
4431036,0,1,8,1,34.61539,6.857143,0
4431042,0,1,9,1,50,4.771429,0
4431044,0,1,7,1,47.4359,9.771429,0
4431046,0,1,8,1,41.02564,11.47857,0
4431048,0,1,,1,7.051283,,0
4431054,0,0,8,0,73.71795,26.13572,0
4431056,0,0,9,0,73.07692,15.78571,0
4431060,0,0,8,0,51.92308,4.935714,0
4431062,0,0,9,1,47.4359,5.264286,0
4431064,0,0,10,0,85.25641,16.12857,0
4431068,0,0,10,1,35.89743,9.914286,0
4431070,0,0,10,0,90.38461,12.14286,0
4431072,0,0,12,1,17.94872,12.12143,0
4431076,0,0,9,1,23.71795,25.04286,0
4431078,0,0,6,0,54.48718,5,0
4431080,0,0,8,1,10.25641,4.842857,0
4431084,0,0,,1,15.38461,,0
4431088,0,0,10,1,43.58974,0.8571429,0
4431090,0,0,10,0,70.51282,26.3,0
4431096,0,0,10,1,26.92307,23.88571,0
4431098,0,0,9,1,21.79487,,0
4511007,0,1,8,1,15.69343,1,0
4511015,0,1,7,0,52.18978,3.75,0
4511017,0,1,9,1,19.34307,12.41429,0
4511019,0,1,6,1,6.934309,6.621428,0
4511021,0,1,7,,,,0
4511023,0,1,,0,96.71533,,0
4511033,0,1,9,0,87.95621,3.5,0
4511041,0,1,8,0,98.17519,,0
4511045,0,1,11,,,11.94286,0
4511051,0,0,9,0,53.28467,0.1714286,0
4511053,0,1,9,0,69.70803,5.207143,0
4511055,0,0,10,1,35.40146,0.15,0
4511063,0,0,8,1,43.43066,,0
4511065,0,0,10,0,94.52555,6.6,0
4511067,0,0,8,1,17.15329,1,0
4511069,0,0,10,0,78.10219,4.657143,0
4511073,0,0,9,1,16.42336,,0
4511081,0,0,7,1,37.22628,1.342857,0
4511086,0,0,8,1,33.9416,3.314286,0
4511093,0,0,7,0,76.64233,7.371428,0
4511095,0,0,10,0,81.75182,1,0
4511097,0,0,10,1,49.27007,1.771429,0
4511101,0,0,7,0,58.75912,8.385715,0
4511107,0,0,7,0,74.45255,12.14286,0
4511521,0,0,8,0,95.25548,10.02143,0
4521075,1,0,11,0,51.37931,,1
4521081,1,0,10,0,55.86207,15.05714,1
4521082,1,1,,0,55.86207,,1
4521084,1,1,12,0,57.93103,6,1
4521088,1,0,10,0,60.34483,17.17143,1
4521090,1,1,8,0,62.06897,4.657143,1
4521094,1,0,10,0,64.48276,9.864285,1
4521095,1,1,,0,65.17242,,1
4521096,1,1,10,0,65.86207,16.2,1
4521097,1,1,11,0,66.89655,26.47857,1
4521109,1,1,10,0,73.79311,7.15,1
4521110,1,0,10,0,75.17242,10.65714,1
4521111,1,1,8,0,76.55173,10.6,1
4521112,1,0,,0,75.86207,,1
4521114,1,1,,0,77.24138,,1
4521117,1,1,,0,79.31034,,1
4521118,1,0,11,0,80.68965,11.84286,1
4521119,1,1,9,0,81.72414,9.8,1
4521120,1,0,10,0,81.37931,16.77143,1
4521125,1,1,10,0,84.82758,16.34286,1
4521127,1,0,10,0,86.55173,2.964286,1
4521129,1,1,8,0,87.93103,25.32143,1
4521134,1,0,11,0,91.37931,13.07857,1
4521137,1,0,12,0,93.44827,,1
4521138,1,0,7,0,94.13793,18.84286,1
4521140,1,0,8,0,95.51724,,1
4521141,1,0,10,0,96.20689,14.44286,1
4521146,1,0,11,0,99.65517,14.65714,1
4561005,1,0,9,1,9.493673,2,1
4561008,1,0,10,1,9.493673,1.135714,1
4561009,1,0,6,1,9.493673,0,1
4561013,1,1,8,1,9.493673,0.0857143,1
4561015,1,,6,1,9.493673,0,1
4561016,1,0,10,1,9.493673,0,1
4561018,1,0,8,1,10.7595,2.828571,1
4561019,1,0,9,1,11.70886,1.585714,1
4561020,1,1,10,1,11.3924,5.221428,1
4561022,1,0,,1,13.6076,,1
4561029,1,0,9,1,17.72152,4,1
4561031,1,1,10,1,18.35443,3.985714,1
4561034,1,1,10,1,22.46835,2.085714,1
4561037,1,1,6,1,22.1519,1.085714,1
4561039,1,0,8,1,24.05063,3.542857,1
4561040,1,1,9,1,25,4.614285,1
4561044,1,0,9,1,27.21519,2,1
4561045,1,0,9,1,28.16455,3.585714,1
4561049,1,1,8,1,29.43038,0.3857143,1
4561051,1,1,12,1,30.6962,,1
4561054,1,1,8,1,33.22785,0.8571429,1
4561057,1,1,10,1,34.17722,4.285714,1
4561058,1,1,8,1,35.7595,6.214286,1
4561059,1,0,9,1,35.44304,12.28571,1
4561061,1,1,7,1,37.02532,0.0857143,1
4561063,1,0,11,1,38.6076,10.68571,1
4561072,1,0,10,1,43.67089,6.585714,1
4561076,1,0,9,1,48.73418,1.171429,1
4561077,1,0,12,1,48.10126,5.2,1
4561079,1,0,11,1,48.10126,3.135714,1
4561080,1,1,,1,49.68355,,1
4801001,0,0,8,0,97.19101,13.2,0
4801006,0,0,9,0,88.20225,,0
4801007,0,0,9,1,35.39326,12.35714,0
4801014,0,0,12,1,34.83146,9,0
4801015,0,1,,1,10.67415,,0
4801027,0,0,13,0,78.08989,12,0
4801029,0,0,11,0,75.8427,7.114285,0
4801030,0,0,10,0,58.42697,7,0
4801031,0,0,10,0,62.35955,11,0
4801043,0,1,,1,1.685393,,0
4801050,0,1,7,1,6.179774,10.32857,0
4801056,0,0,9,0,79.21349,7.592857,0
4801057,0,1,9,0,65.73034,9,0
4801062,0,1,8,1,16.29214,7.514286,0
4801067,0,0,9,0,71.34831,10.02143,0
4801071,0,1,8,0,83.14606,12.82857,0
4801072,0,1,9,0,91.57304,9.492857,0
4801074,0,1,8,1,49.4382,,0
4801078,0,0,,0,85.95506,,0
4801084,0,1,11,1,5.617976,8.492857,0
4801085,0,1,9,1,5.617976,4.9,0
4801086,0,1,11,0,93.82022,11.75714,0
4801090,0,1,12,1,29.77528,15.82857,0
4801091,0,1,10,0,61.23595,12.88571,0
4801092,0,1,8,0,73.5955,12.41429,0
4801096,0,0,9,1,36.51685,9,0
4801097,0,0,9,0,76.96629,13.52857,0
4801099,0,0,13,1,13.48315,2,0
4801101,0,0,10,0,66.85394,8.2,0
4831001,0,0,9,0,97.95322,26.75714,0
4831004,0,0,10,0,54.09357,20.47857,0
4831008,0,0,12,0,98.53801,20.05714,0
4831009,0,0,10,1,4.093564,0.9,0
4831010,0,0,9,0,96.78362,23.27857,0
4831012,0,0,10,0,90.93568,15.18571,0
4831013,0,0,9,0,71.05264,14.6,0
4831019,0,0,9,0,57.60234,6.171429,0
4831021,0,0,10,1,26.60819,5.221428,0
4831022,0,0,9,1,19.59064,0.2571429,0
4831030,0,0,10,0,60.81871,3.264286,0
4831034,0,0,10,1,2.923977,0.15,0
4831035,0,0,8,1,2.339178,1.028571,0
4831038,0,0,8,0,73.39182,16.21428,0
4831039,0,0,12,0,86.25731,26.01429,0
4831040,0,0,9,0,83.33334,8.371428,0
4831043,0,0,9,1,6.432748,1.05,0
4831045,0,1,,1,42.39766,,0
4831048,0,1,8,0,57.01754,2.871428,0
4831049,0,1,7,1,18.12866,,0
4831053,0,1,,1,16.95906,,0
4831055,0,1,8,0,59.94152,12.88571,0
4831056,0,1,8,1,24.56141,14.81429,0
4831059,0,1,7,0,71.92982,22.95,0
4831060,0,1,8,1,1.754385,5.314286,0
4831065,0,1,9,1,35.67252,,0
4831067,0,1,7,1,38.59649,4.45,0
4831070,0,1,8,1,11.6959,1.1,0
4831072,0,1,8,1,46.19883,2.685714,0
4831073,0,1,10,0,67.25146,26.23571,0
4831078,0,1,8,0,77.19299,23.47857,0
4831082,0,1,10,0,70.76024,15.71429,0
4831083,0,1,9,1,31.28655,3.471429,0
4831585,0,1,12,0,75.4386,19.13572,0
4841001,0,0,10,1,10.60606,4.6,0
4841003,0,0,9,0,68.93939,4.957143,0
4841007,0,0,10,1,46.21212,8.457143,0
4841009,0,0,9,1,29.54546,13.28571,0
4841011,0,0,9,0,79.54546,30.05,0
4841013,0,0,7,0,88.63636,29.32143,0
4841015,0,0,9,1,41.66667,5.6,0
4841017,0,0,9,1,32.57576,28.93571,0
4841021,0,0,8,0,87.12122,24.41429,0
4841023,0,0,8,1,31.06061,20.97857,0
4841025,0,0,9,1,6.818181,10.31429,0
4841029,0,0,7,1,18.93939,14.49286,0
4841033,0,1,10,0,50.75758,26.45,0
4841037,0,1,7,1,28.78788,28.58571,0
4841039,0,0,10,1,43.18182,,0
4841041,0,1,9,0,53.78788,23.67857,0
4841043,0,1,7,0,65.90909,,0
4841047,0,1,8,0,78.78788,27.11428,0
4841049,0,1,8,1,4.54545,,0
4841053,0,1,9,1,20.45454,2.914286,0
4841055,0,1,10,0,93.18182,22.32857,0
4841057,0,1,9,0,81.06061,21.23571,0
4841059,0,1,12,0,56.81818,20.11428,0
4841061,0,1,7,1,17.42424,25.54286,0
4841063,0,1,7,1,37.12121,13.07857,0
4841065,0,0,8,1,23.48485,7.8,0
4841067,0,0,9,0,58.33333,14.14286,0
4851003,0,0,11,0,91.9708,26.44286,0
4851007,0,0,12,0,89.41606,8.542857,0
4851009,0,0,9,1,37.22628,6.428571,0
4851015,0,0,15,0,93.0657,7.342857,0
4851017,0,0,11,1,25.9124,0.9214286,0
4851023,0,0,,1,22.62774,0,0
4851033,0,0,9,1,29.19708,18.10714,0
4851035,0,0,,1,22.62774,,0
4851037,0,0,11,0,94.52555,28.9,0
4851039,0,0,10,0,81.75182,23.94286,0
4851045,0,0,9,1,37.22628,0.45,0
4851047,0,0,10,1,16.05839,6.028572,0
4851053,0,0,10,1,16.05839,3.05,0
4851055,0,0,9,1,16.05839,0,0
4851059,0,0,12,0,69.34306,17.92143,0
4851061,0,1,10,0,70.80292,1.05,0
4851069,0,1,9,0,61.31387,13.57143,0
4851071,0,1,10,0,97.81022,25.01429,0
4851073,0,1,10,0,97.08029,22.92857,0
4851081,0,1,11,0,75.54745,18.47143,0
4851083,0,1,10,0,67.88321,,0
4851085,0,0,9,1,10.21898,2.242857,0
4851087,0,1,,1,37.22628,,0
4851091,0,1,10,1,44.16058,10.65714,0
4851093,0,1,8,0,67.88321,14.17143,0
4851095,0,1,10,0,67.88321,17.67857,0
4851097,0,1,16,0,73.72263,9,0
4851099,0,1,10,1,29.19708,10.61429,0
4851103,0,1,12,1,39.41606,1,0
4851111,0,1,11,1,10.21898,22.35,0
4851113,0,1,9,0,63.50365,0.4714286,0
4851123,0,1,11,0,82.84672,2.771429,0
4851125,0,1,9,1,16.05839,1.45,0
4851129,0,1,9,0,50.36496,12.04286,0
4851131,0,1,6,1,45.9854,2.264286,0
4851133,0,1,,1,42.33577,,0
4851501,0,1,7,0,82.48175,,0
4851503,0,1,10,1,37.22628,0.4071429,0
4851596,0,0,10,1,22.62774,7.835714,0
4881051,1,1,11,0,50.49505,29.76429,1
4881052,1,0,10,0,50.49505,10.28571,1
4881056,1,0,10,0,54.95049,2.971428,1
4881057,1,1,10,0,56.43565,16.54286,1
4881058,1,1,10,0,57.92079,12.15,1
4881059,1,1,9,0,57.42574,22.50714,1
4881062,1,1,12,0,61.88119,12.83571,1
4881063,1,0,11,0,61.38614,22.39286,1
4881064,1,0,10,0,63.86139,20.14286,1
4881065,1,1,9,0,65.34653,5.75,1
4881066,1,0,12,0,67.32674,9.742857,1
4881071,1,0,12,0,69.30693,21.87857,1
4881074,1,0,10,0,74.75247,6.371428,1
4881075,1,0,9,0,74.25742,6.721429,1
4881077,1,1,9,0,75.74258,10.2,1
4881079,1,0,9,0,77.72277,9,1
4881080,1,1,12,0,78.71288,6.271429,1
4881081,1,0,12,0,80.19802,19.54286,1
4881082,1,1,11,0,81.68317,17.39286,1
4881084,1,1,,0,82.67326,,1
4881085,1,0,9,0,83.66337,22.38572,1
4881086,1,0,11,0,85.64356,,1
4881087,1,1,10,0,87.62376,12,1
4881088,1,0,11,0,87.12872,21.98571,1
4881090,1,1,9,0,88.61386,33.57857,1
4881092,1,0,9,0,90.59406,15.55714,1
4881093,1,0,10,0,91.58416,10.57143,1
4881094,1,1,11,0,92.57426,15.88571,1
4881095,1,0,12,0,93.56435,21.81429,1
4881097,1,0,11,0,95.54456,12.33571,1
4881098,1,0,12,0,96.53465,11.77143,1
4881099,1,0,10,0,97.52475,30.62857,1
4881101,1,1,12,0,99.50495,20.92857,1
4901052,1,0,,1,49.49495,,0
4901055,1,0,7,0,55.0505,14.71429,1
4901056,1,0,9,0,54.54545,14.72143,1
4901057,1,0,11,0,54.54545,8.6,1
4901058,1,1,9,0,56.06061,10.24286,1
4901059,1,1,10,0,57.07071,14.41429,1
4901060,1,0,9,0,60.10101,9.542857,1
4901061,1,0,8,0,58.08081,28.55714,1
4901066,1,1,9,0,63.13131,12.8,1
4901067,1,1,9,0,64.14141,15.9,1
4901068,1,0,,0,65.15151,,1
4901069,1,1,9,0,66.16161,15.3,1
4901070,1,0,9,0,67.17171,6.6,1
4901071,1,0,11,0,68.18182,7.228571,1
4901075,1,1,9,0,72.22222,10.01429,1
4901076,1,0,8,0,73.23232,11.08571,1
4901078,1,1,8,0,75.25253,6.6,1
4901079,1,0,7,0,76.26263,25.07143,1
4901081,1,0,8,0,78.28283,9.614285,1
4901082,1,1,10,0,79.29293,11.76429,1
4901083,1,0,9,0,80.30303,13.4,1
4901084,1,0,8,0,81.31313,19.07857,1
4901085,1,1,9,0,82.32323,15.35,1
4901086,1,0,9,0,83.33334,13.97143,1
4901087,1,0,10,0,84.34343,16.84286,1
4901089,1,0,10,0,86.36364,13.42857,1
4901093,1,0,8,0,90.40404,21.43571,1
4901094,1,1,8,0,91.41414,12.25714,1
4901095,1,0,10,0,92.42424,10.05714,1
4901096,1,1,10,0,93.43434,22.71428,1
4901100,1,0,10,0,97.47475,17.06429,1
4901101,1,0,10,0,98.48485,15.38571,1
4901102,1,0,10,0,99.49495,28.07143,1
4921066,1,1,,0,51.55039,,1
4921067,1,1,12,0,52.32558,10.65714,1
4921069,1,0,9,0,54.65116,8.971429,1
4921070,1,0,12,0,54.26357,,1
4921071,1,1,11,0,55.42636,2.457143,1
4921074,1,0,9,0,57.75194,,1
4921078,1,0,14,0,60.85271,5.857143,1
4921082,1,1,11,0,63.95349,18.58571,1
4921086,1,1,9,0,67.05426,7.542857,1
4921087,1,1,10,0,67.82946,,1
4921088,1,1,10,0,68.60465,,1
4921089,1,0,9,0,69.37984,16.37143,1
4921091,1,0,10,0,70.93024,7.771429,1
4921093,1,1,10,0,72.48062,15.25714,1
4921094,1,1,9,0,73.25581,9.571428,1
4921095,1,1,9,0,74.03101,6.2,1
4921096,1,0,9,0,74.8062,2.771429,1
4921097,1,1,9,0,75.96899,11.05714,1
4921102,1,1,8,0,79.45737,26.93571,1
4921104,1,0,11,0,81.00775,15.60714,1
4921105,1,0,12,0,81.78294,15.48571,1
4921108,1,1,8,0,84.10853,12.9,1
4921109,1,0,,0,84.88372,,1
4921113,1,1,8,0,87.9845,25.55714,1
4921114,1,1,10,0,88.75969,,1
4921115,1,1,10,0,89.53488,13.22143,1
4921118,1,1,9,0,91.86047,5.714286,1
4921120,1,0,9,0,93.41085,,1
4921121,1,0,9,0,94.18605,11.23571,1
4921124,1,1,9,0,96.51163,10.4,1
4921127,1,1,9,0,98.06201,28.7,1
4921128,1,1,9,0,98.83721,18.53571,1
4941001,1,0,10,1,0.6024122,3.514286,1
4941002,1,0,12,1,1.807225,23.06429,1
4941003,1,1,10,1,3.012049,3.514286,1
4941005,1,1,9,1,5.421686,1.421429,1
4941006,1,1,10,1,6.626511,1.342857,1
4941008,1,1,11,1,9.036148,0.7571429,1
4941010,1,1,8,1,12.04819,12.25,1
4941011,1,1,9,1,12.6506,4.685714,1
4941014,1,0,8,1,16.26506,,1
4941015,1,0,9,1,18.07229,1.557143,1
4941016,1,0,10,1,19.87952,2.05,1
4941017,1,1,9,1,19.27711,3,1
4941018,1,1,9,1,21.68674,,1
4941019,1,1,11,1,23.49398,7.35,1
4941020,1,1,11,1,22.89157,5,1
4941021,1,1,13,1,24.69879,6,1
4941023,1,1,10,1,27.10843,11.05,1
4941024,1,0,10,1,28.91566,9.3,1
4941025,1,0,9,1,30.72289,6.085714,1
4941026,1,0,9,1,30.12048,,1
4941029,1,1,8,1,34.33735,,1
4941030,1,0,9,1,35.54217,4,1
4941031,1,1,9,1,36.74699,8.064285,1
4941032,1,0,10,1,37.95181,9.178572,1
4941033,1,1,10,1,39.15663,10.34286,1
4941034,1,0,11,1,40.36145,,1
4941035,1,0,8,1,41.56627,,1
4941036,1,1,11,1,43.3735,7,1
4941039,1,1,8,1,46.38554,12.29286,1
4941040,1,0,9,1,48.19277,,1
4941041,1,0,9,1,50,1.535714,1
4941042,1,1,10,1,49.39759,,1
4951004,0,0,11,1,9.705883,0.3,0
4951006,0,0,11,0,68.82353,12.20714,0
4951008,0,0,9,1,14.70588,8,0
4951020,0,0,8,1,8.823526,1.628572,0
4951023,0,1,,0,52.64706,,0
4951027,0,0,10,1,49.41176,7.757143,0
4951047,0,0,8,0,89.70588,17.07143,0
4951056,0,0,9,0,78.82353,13.22857,0
4951058,0,0,,1,48.52941,,0
4951072,0,0,8,1,5.588233,1.5,0
4951074,0,0,9,0,99.70588,14.95714,0
4951094,0,0,9,1,39.41177,2.135714,0
4951096,0,1,,1,44.11764,,0
4951100,0,1,10,0,62.94118,15.37143,0
4951102,0,1,,0,83.23529,,0
4951104,0,1,7,1,42.94118,7.685714,0
4951120,0,1,8,1,34.11765,3.028572,0
4951126,0,1,8,1,4.11765,5,0
4951132,0,1,,0,79.70588,,0
4951134,0,1,7,0,94.41177,22.34286,0
4951143,0,1,10,1,37.94118,1.2,0
4951145,0,1,,0,55.88235,,0
4951153,0,1,9,1,24.70588,3.25,0
4951154,0,1,,1,32.35294,,0
4951156,0,1,9,1,35.29412,3.342857,0
4951171,0,1,10,0,61.17647,20.86428,0
4961002,0,0,11,0,76.5625,18.07143,0
4961004,0,0,11,0,90.10416,13.13571,0
4961008,0,0,10,0,81.77084,15.22857,0
4961010,0,0,9,0,78.64584,11.78571,0
4961012,0,0,8,1,33.85416,,0
4961014,0,0,10,0,76.04166,11.04286,0
4961016,0,0,10,0,69.27083,5.085714,0
4961020,0,0,9,0,54.6875,16.10714,0
4961026,0,0,10,1,39.58334,14.57143,0
4961032,0,1,7,1,35.9375,31.85714,0
4961042,0,0,8,1,5.729163,10.87143,0
4961044,0,0,12,0,93.75,18.04286,0
4961046,0,0,9,0,85.9375,17.25,0
4961054,0,0,10,1,4.6875,3.857143,0
4961064,0,1,8,0,64.0625,16.6,0
4961067,0,1,7,1,8.333331,,0
4961069,0,1,9,1,13.02084,12.38571,0
4961071,0,1,10,1,14.0625,11.6,0
4961073,0,1,7,1,2.604163,,0
4961083,0,1,7,1,42.70833,26.28571,0
4961087,0,1,8,1,49.47916,26.53571,0
4961089,0,1,7,0,66.66667,21.23571,0
4961091,0,1,9,0,88.02084,26.5,0
4961095,0,1,9,0,68.75,36.77143,0
4961097,0,1,8,0,84.375,14.45714,0
4961099,0,1,9,0,57.8125,24.02143,0
4981001,1,0,11,0,89.15094,11.20714,0
4981002,1,0,9,1,2.35849,10.77143,1
4981005,1,1,9,1,5.660379,6.792857,1
4981006,1,0,10,1,7.075471,1,1
4981008,1,0,12,1,8.018869,11.15,1
4981009,1,0,10,1,9.433961,2.157143,1
4981010,1,1,10,1,12.26415,21.57143,1
4981012,1,1,10,1,14.15094,4.278572,1
4981014,1,0,10,1,14.15094,18.04286,1
4981016,1,0,12,1,14.62264,7.735714,1
4981020,1,1,9,1,18.39622,3.864286,1
4981021,1,,10,1,19.33962,10.12857,1
4981022,1,0,10,1,20.28302,4.75,1
4981023,1,1,10,1,21.22642,7.1,1
4981025,1,1,8,1,22.16981,,1
4981027,1,0,11,1,24.0566,2.028572,1
4981028,1,0,,1,25,,1
4981033,1,1,7,1,29.24528,10.14286,1
4981034,1,1,9,1,31.13208,1.371429,1
4981037,1,1,9,1,33.49056,5.885715,1
4981040,1,0,9,1,35.37736,0.6,1
4981042,1,1,9,1,37.26415,17.65,1
4981043,1,1,13,1,38.20755,10.34286,1
4981044,1,0,10,1,39.15094,2.257143,1
4981045,1,1,10,1,40.09434,12.75,1
4981046,1,0,10,1,41.03774,14.33571,1
4981047,1,1,11,1,41.98113,,1
4981049,1,0,10,1,43.86792,6.535714,1
4981050,1,0,,1,44.81132,,1
4981051,1,0,11,1,45.75472,11.02857,1
4981052,1,0,9,1,46.69812,15.25714,1
4981053,1,1,12,1,47.64151,22.05714,1
5001050,1,1,11,0,51.0989,17.25714,1
5001051,1,1,10,0,52.1978,36.07143,1
5001055,1,1,10,0,59.89011,18.84286,1
5001056,1,0,11,0,58.24176,28.07143,1
5001057,1,0,10,0,58.24176,30.52143,1
5001059,1,0,10,0,61.53846,30.32857,1
5001060,1,0,9,0,61.53846,36.97143,1
5001061,1,0,10,0,63.18681,7.871428,1
5001062,1,1,9,0,64.28571,29.19286,1
5001063,1,1,12,0,65.38461,18.9,1
5001065,1,0,12,0,67.58241,,1
5001066,1,0,13,0,68.68132,24.63572,1
5001067,1,1,11,0,69.78022,24.48571,1
5001068,1,0,11,0,70.87912,26.96429,1
5001070,1,0,10,0,73.62637,28.76429,1
5001071,1,0,10,0,75.27473,14.72857,1
5001072,1,1,,0,74.72527,,1
5001073,1,0,14,0,76.37363,17.94286,1
5001075,1,0,11,0,77.47253,42.72857,1
5001077,1,1,11,0,79.67033,28.57143,1
5001078,1,0,10,0,80.76923,17.23571,1
5001081,1,0,11,0,84.06593,19.88571,1
5001082,1,0,13,0,85.16483,28.77857,1
5001083,1,1,11,0,86.26373,22.97143,1
5001084,1,0,13,0,87.36264,33.52857,1
5001086,1,0,14,0,89.56044,23.02143,1
5001088,1,1,11,0,92.85714,33.44286,1
5001089,1,0,11,0,92.30769,32.54286,1
5001090,1,1,13,0,93.95605,31.15,1
5001092,1,0,12,0,96.15385,32.3,1
5001094,1,1,11,0,98.35165,35.77143,1
5001095,1,1,11,0,99.45055,40.22857,1
6661001,1,1,9,1,1.086956,2.685714,1
6661002,1,1,7,1,4.347825,3.6,1
6661003,1,0,8,1,7.608694,,1
6661004,1,1,8,1,6.521738,7.65,1
6661005,1,1,7,1,9.782606,17.69286,1
6661006,1,1,8,1,11.95652,4.4,1
6661007,1,1,7,1,14.13044,11.2,1
6661008,1,1,10,1,16.30435,7.15,1
6661009,1,0,7,1,18.47826,11.42143,1
6661010,1,0,9,1,20.65218,7.257143,1
6661011,1,1,10,1,22.82609,33.07857,1
6661012,1,,,1,25,,1
6661013,1,1,8,1,27.17391,18.65,1
6661014,1,0,7,1,29.34782,31.05714,1
6661015,1,1,10,1,31.52174,20.43571,1
6661016,1,1,8,1,33.69565,35.41428,1
6661017,1,0,8,1,35.86956,29.74286,1
6661018,1,0,10,1,39.13044,13.2,1
6661019,1,1,8,1,42.39131,28.16429,1
6661020,1,1,10,1,41.30435,30.72143,1
6661021,1,0,8,1,44.56522,,1
6661022,1,0,9,1,46.73913,8.757143,1
6661023,1,1,8,1,48.91304,,1
6681002,0,1,10,0,71.62162,3.6,0
6681004,0,1,,1,7.657659,,0
6681008,0,1,10,1,13.06306,0.6857143,0
6681014,0,1,,0,52.7027,,0
6681020,0,1,13,0,88.73874,11.87143,0
